POP,LOCAL,HAB,COND,Air Temp,HGR,INC,SOIL,VEG,ROCK,ROCK_RM,WALL,ROCKD,SOIL1,VEG1,ROCK1,SOIL1_T,VEG1_T,ROCK1_T,SUBTEMP,APPROACH,FLIGHT,REFUGE,REFUGETEMP,SOIL2,VEG2,ROCK2,SOIL2_T,VEG2_T,ROCK2_T,COLOR,TAIL
(2)Campo,Geres,NAT,BURN,25,25,60,0,0,0,1,0,RM,0.05,0.25,0.7,0.050020857,0.252680255,0.775397497,15.8,290,30,rock,13.6,0.05,0.25,0.7,0.050020857,0.252680255,0.775397497,Unif,reg
(2)Campo,Geres,NAT,BURN,25.4,15,10,0,0,1,0,0,150,0.4,0.2,0.4,0.411516846,0.201357921,0.411516846,30,130,85,veg,15.5,0.2,0.2,0.6,0.201357921,0.201357921,0.643501109,Spot,reg
(2)Campo,Geres,NAT,BURN,26,0,10,0,0,0,1,0,RM,0.05,0.15,0.8,0.050020857,0.150568273,0.927295218,18.8,420,100,rock,23.7,0,0.2,0.8,0,0.201357921,0.927295218,Unif,ok
(2)Campo,Geres,NAT,BURN,23.1,0,0,1,0,0,0,0,,0.15,0.85,0,0.150568273,1.015985294,0,36.8,170,120,veg,20.4,0.05,0.95,0,0.050020857,1.253235898,0,Unif,reg
(2)Campo,Geres,NAT,BURN,22.7,30,0,0,0,1,0,0,30,0.75,0.15,0.1,0.848062079,0.150568273,0.100167421,26.4,210,130,rock,2.6,0.3,0.1,0.6,0.304692654,0.100167421,0.643501109,Spot,reg
(2)Campo,Geres,NAT,BURN,24.6,25,30,0,0,0,1,0,RM,0.2,0.1,0.7,0.201357921,0.100167421,0.775397497,25.8,310,130,rock,32.6,0.1,0.1,0.8,0.100167421,0.100167421,0.927295218,Spot,reg
(2)Campo,Geres,NAT,BURN,25.9,10,10,0,0,1,0,0,100,0.5,0.2,0.3,0.523598776,0.201357921,0.304692654,30.8,280,100,veg,5.3,0,0.5,0.5,0,0.523598776,0.523598776,Unif,reg
(2)Campo,Geres,NAT,BURN,24.6,70,50,0,0,1,0,0,100,0.1,0.15,0.75,0.100167421,0.150568273,0.848062079,28.8,420,100,rock,4.2,0.05,0.05,0.9,0.050020857,0.050020857,1.119769515,Spot,ok
(2)Campo,Geres,NAT,BURN,24.1,20,0,0,0,1,0,0,80,0,0.15,0.85,0,0.150568273,1.015985294,34.7,330,70,rock,13.8,0,0.15,0.85,0,0.150568273,1.015985294,Spot,reg
(2)Campo,Geres,NAT,BURN,22.8,0,0,0,0,0,1,0,RM,0,0.15,0.85,0,0.150568273,1.015985294,23.5,175,140,rock,23.4,0,0.2,0.8,0,0.201357921,0.927295218,Unif,reg
(2)Campo,Geres,NAT,BURN,24.9,30,85,0,0,0,1,0,RM,0.05,0.25,0.7,0.050020857,0.252680255,0.775397497,5.4,420,10,rock,22.2,0.05,0.25,0.7,0.050020857,0.252680255,0.775397497,Unif,ok
(2)Campo,Geres,NAT,BURN,25.7,30,90,0,0,0,1,0,RM,0,0.05,0.95,0,0.050020857,1.253235898,34.8,390,90,veg,17.3,0,0.15,0.85,0,0.150568273,1.015985294,Unif,reg
(2)Campo,Geres,NAT,BURN,24.8,80,45,0,0,0,1,0,RM,0,0.05,0.95,0,0.050020857,1.253235898,43.8,360,100,rock,14.6,0,0.05,0.95,0,0.050020857,1.253235898,Unif,reg
(2)Campo,Geres,NAT,BURN,25.6,30,0,0,0,1,0,0,50,0,0.1,0.9,0,0.100167421,1.119769515,48.8,250,60,veg,25.5,0,0.5,0.5,0,0.523598776,0.523598776,Spot,ok
(2)Campo,Geres,NAT,BURN,26.7,50,5,0,0,1,0,0,80,0.2,0.2,0.6,0.201357921,0.201357921,0.643501109,19.7,190,60,veg,11.7,0,0.3,0.7,0,0.304692654,0.775397497,Unif,ok
(2)Campo,Geres,NAT,BURN,25.5,20,70,0,0,0,1,0,RM,0.1,0.3,0.6,0.100167421,0.304692654,0.643501109,29.6,200,40,rock,30.9,0.1,0.2,0.7,0.100167421,0.201357921,0.775397497,Unif,reg
(2)Campo,Geres,NAT,BURN,24.2,20,15,0,0,0,1,0,RM,0.1,0.15,0.75,0.100167421,0.150568273,0.848062079,29.4,260,120,veg,34.9,0.1,0.3,0.6,0.100167421,0.304692654,0.643501109,Unif,reg
(2)Campo,Geres,NAT,BURN,25.7,70,90,0,0,0,1,0,RM,0.25,0.25,0.5,0.252680255,0.252680255,0.523598776,37.1,275,60,veg,17.7,0,0.5,0.5,0,0.523598776,0.523598776,Unif,reg
(2)Campo,Geres,NAT,BURN,27.8,0,45,0,0,0,1,0,RM,0.05,0.2,0.75,0.050020857,0.201357921,0.848062079,44.4,100,170,veg,33.3,0,0.4,0.6,0,0.411516846,0.643501109,Unif,reg
(2)Campo,Geres,NAT,BURN,27.1,65,70,0,0,0,1,0,RM,0,0.5,0.5,0,0.523598776,0.523598776,17.8,250,180,rock,7,0.1,0.3,0.6,0.100167421,0.304692654,0.643501109,Unif,reg
(2)Campo,Geres,NAT,BURN,27.1,100,50,0,0,0,1,0,RM,0,0.1,0.9,0,0.100167421,1.119769515,39.7,230,40,rock,9.4,0,0.2,0.8,0,0.201357921,0.927295218,Unif,ok
(2)Campo,Geres,NAT,BURN,22.1,50,5,0,0,1,0,0,60,0.05,0.15,0.8,0.050020857,0.150568273,0.927295218,50.3,300,40,veg,28.3,0,0.2,0.8,0,0.201357921,0.927295218,Unif,reg
(2)Campo,Geres,NAT,BURN,27.5,45,85,0,0,1,0,0,200,0,0.3,0.7,0,0.304692654,0.775397497,36.5,265,15,rock,28.7,0,0.3,0.7,0,0.304692654,0.775397497,Unif,ok
(2)Campo,Geres,NAT,BURN,25.5,0,15,0,0,0,1,0,RM,0,0.2,0.8,0,0.201357921,0.927295218,37.2,325,55,rock,24.4,0,0.2,0.8,0,0.201357921,0.927295218,Unif,ok
(2)Campo,Geres,NAT,BURN,26.3,50,30,0,0,1,0,0,200,0.1,0.15,0.75,0.100167421,0.150568273,0.848062079,39.4,185,75,veg,5.4,0.1,0.15,0.75,0.100167421,0.150568273,0.848062079,Unif,ok
(2)Campo,Geres,NAT,BURN,25,25,25,0,0,1,0,0,40,0.35,0.35,0.3,0.357571104,0.357571104,0.304692654,44.1,255,110,veg,20.8,0.2,0.3,0.5,0.201357921,0.304692654,0.523598776,Unif,reg
(2)Campo,Geres,NAT,BURN,27.6,50,90,0,0,0,1,0,RM,0,0.5,0.5,0,0.523598776,0.523598776,20.8,275,85,rock,22.2,0,0.5,0.5,0,0.523598776,0.523598776,Unif,ok
(2)Campo,Geres,NAT,BURN,27.6,30,70,0,0,1,0,0,100,0,0.3,0.7,0,0.304692654,0.775397497,30.3,210,65,rock,12.8,0.05,0.3,0.65,0.050020857,0.304692654,0.707584437,Unif,ok
(2)Campo,Geres,NAT,BURN,27.8,0,0,1,0,0,0,0,,0.4,0.3,0.3,0.411516846,0.304692654,0.304692654,43.3,200,140,rock,43.4,0.4,0.3,0.3,0.411516846,0.304692654,0.304692654,Unif,reg
(2)Campo,Geres,NAT,BURN,29.2,50,85,0,0,0,1,0,RM,0,0.7,0.3,0,0.775397497,0.304692654,25,140,75,rock,34.2,0,0.2,0.8,0,0.201357921,0.927295218,Spot,reg
(2)Campo,Geres,NAT,BURN,29.5,125,80,0,0,0,1,0,RM,0,0,1,0,0,1.570796327,31.8,420,15,rock,15.6,0,0,1,0,0,1.570796327,Spot,reg
(2)Campo,Geres,NAT,BURN,25.6,10,0,0,0,1,0,0,30,0.2,0.5,0.3,0.201357921,0.523598776,0.304692654,16.7,200,70,veg,20.2,0.05,0.45,0.5,0.050020857,0.466765339,0.523598776,Unif,reg
(2)Campo,Geres,NAT,BURN,26.8,40,90,0,0,0,1,0,RM,0.25,0.25,0.5,0.252680255,0.252680255,0.523598776,33.9,460,120,veg,23.4,0.1,0.4,0.5,0.100167421,0.411516846,0.523598776,Unif,ok
(2)Campo,Geres,NAT,BURN,25.3,65,0,0,0,1,0,0,300,0,0.1,0.9,0,0.100167421,1.119769515,24.4,210,40,rock,20.2,0.1,0.4,0.5,0.100167421,0.411516846,0.523598776,Unif,ok
(2)Campo,Geres,NAT,BURN,26.1,40,0,0,0,1,0,0,80,0.3,0.2,0.5,0.304692654,0.201357921,0.523598776,44.3,610,50,rock,12.8,0.4,0.4,0.2,0.411516846,0.411516846,0.201357921,Unif,reg
(2)Campo,Geres,NAT,BURN,26.2,70,0,0,0,0,1,0,RM,0.1,0.05,0.85,0.100167421,0.050020857,1.015985294,42.3,430,75,rock,24.4,0.1,0.05,0.85,0.100167421,0.050020857,1.015985294,Unif,reg
(2)Campo,Geres,NAT,BURN,25.3,60,0,0,0,1,0,0,60,0.1,0.2,0.7,0.100167421,0.201357921,0.775397497,49.8,280,85,rock,28.5,0.2,0.25,0.55,0.201357921,0.252680255,0.582364238,Spot,ok
(2)Campo,Geres,NAT,BURN,25.2,0,30,0,0,1,0,0,40,0.4,0.2,0.4,0.411516846,0.201357921,0.411516846,36.3,210,100,rock,11,0.1,0.15,0.75,0.100167421,0.150568273,0.848062079,Spot,reg
(2)Campo,Geres,NAT,BURN,25.7,0,0,1,0,0,0,0,,0.4,0.2,0.4,0.411516846,0.201357921,0.411516846,21.4,245,200,rock,40,0.4,0,0.6,0.411516846,0,0.643501109,Unif,reg
(1)Leonte,Geres,NAT,UNBURN,20.6,60,90,0,0,0,1,0,RM,0.15,0.35,0.5,0.150568273,0.357571104,0.523598776,27.3,290,70,rock,32.2,0.15,0.35,0.5,0.150568273,0.357571104,0.523598776,Unif,reg
(1)Leonte,Geres,NAT,UNBURN,22.8,140,60,0,0,0,1,0,RM,0,0.3,0.7,0,0.304692654,0.775397497,29.4,375,110,veg,40.9,0,0.5,0.5,0,0.523598776,0.523598776,Unif,reg
(1)Leonte,Geres,NAT,UNBURN,22.9,65,0,0,0,1,0,0,70,0.1,0.2,0.7,0.100167421,0.201357921,0.775397497,26.7,410,70,rock,20.3,0.1,0.2,0.7,0.100167421,0.201357921,0.775397497,Spot,reg
(1)Leonte,Geres,NAT,UNBURN,22.6,0,70,0,0,0,1,0,RM,0,0.15,0.85,0,0.150568273,1.015985294,27.8,600,190,veg,11.3,0.1,0.4,0.5,0.100167421,0.411516846,0.523598776,Spot,ok
(1)Leonte,Geres,NAT,UNBURN,24.8,55,30,0,0,1,0,0,50,0.1,0.3,0.6,0.100167421,0.304692654,0.643501109,22.2,140,45,veg,13.3,0.1,0.3,0.6,0.100167421,0.304692654,0.643501109,Unif,ok
(1)Leonte,Geres,NAT,UNBURN,23.3,70,40,0,0,0,0,1,,0.1,0.2,0.7,0.100167421,0.201357921,0.775397497,44.8,160,40,wall,21.7,0,0.3,0.7,0,0.304692654,0.775397497,Spot,ok
(1)Leonte,Geres,NAT,UNBURN,22.6,80,70,0,0,1,0,0,150,0,0.5,0.5,0,0.523598776,0.523598776,45.8,215,50,veg,17,0,0.5,0.5,0,0.523598776,0.523598776,Unif,ok
(1)Leonte,Geres,NAT,UNBURN,24.2,20,10,0,0,0,1,0,RM,0.2,0.3,0.5,0.201357921,0.304692654,0.523598776,45.2,260,65,veg,19,0.1,0.5,0.4,0.100167421,0.523598776,0.411516846,Spot,reg
(1)Leonte,Geres,NAT,UNBURN,26.2,200,20,0,0,0,1,0,RM,0,0,1,0,0,1.570796327,30,370,80,rock,12.4,0,0.05,0.95,0,0.050020857,1.253235898,Unif,reg
(1)Leonte,Geres,NAT,UNBURN,25,0,75,0,0,0,1,0,RM,0,0,1,0,0,1.570796327,32.4,340,190,veg,18.4,0.25,0.35,0.4,0.252680255,0.357571104,0.411516846,Spot,reg
(1)Leonte,Geres,NAT,UNBURN,22.8,0,10,0,0,0,1,0,RM,0.05,0.1,0.85,0.050020857,0.100167421,1.015985294,40.9,440,230,rock,21,0.1,0.3,0.6,0.100167421,0.304692654,0.643501109,Spot,reg
(1)Leonte,Geres,NAT,UNBURN,24.5,0,10,0,0,0,1,0,RM,0.1,0.25,0.65,0.100167421,0.252680255,0.707584437,32.8,210,85,rock,12.5,0.25,0.25,0.5,0.252680255,0.252680255,0.523598776,Unif,ok
(1)Leonte,Geres,NAT,UNBURN,25,0,0,1,0,0,0,0,,0.4,0.1,0.5,0.411516846,0.100167421,0.523598776,50.3,440,230,rock,23.6,0.25,0.25,0.5,0.252680255,0.252680255,0.523598776,Unif,ok
(1)Leonte,Geres,NAT,UNBURN,24.8,0,5,0,0,0,1,0,RM,0.1,0.1,0.8,0.100167421,0.100167421,0.927295218,28.3,310,150,rock,16.8,0.2,0.15,0.65,0.201357921,0.150568273,0.707584437,Spot,reg
(1)Leonte,Geres,NAT,UNBURN,26.8,45,45,0,0,1,0,0,100,0,0.4,0.6,0,0.411516846,0.643501109,30.7,150,90,rock,26.8,0,0.5,0.5,0,0.523598776,0.523598776,Spot,ok
(1)Leonte,Geres,NAT,UNBURN,26.3,25,80,0,0,0,1,0,RM,0.05,0.2,0.75,0.050020857,0.201357921,0.848062079,28.1,250,160,rock,36.5,0,0.2,0.8,0,0.201357921,0.927295218,Unif,ok
(1)Leonte,Geres,NAT,UNBURN,27.5,20,0,0,1,0,0,0,,0,0.7,0.3,0,0.775397497,0.304692654,31.3,240,15,veg,29.4,0,0.85,0.15,0,1.015985294,0.150568273,Spot,reg
(1)Leonte,Geres,NAT,UNBURN,25.6,0,15,0,0,0,1,0,RM,0.1,0.2,0.7,0.100167421,0.201357921,0.775397497,53.2,355,130,veg,33.2,0.1,0.4,0.5,0.100167421,0.411516846,0.523598776,Unif,ok
(1)Leonte,Geres,NAT,UNBURN,27.2,50,80,0,0,0,1,0,RM,0.1,0.05,0.85,0.100167421,0.050020857,1.015985294,29.8,290,50,veg,30.2,0.2,0.05,0.75,0.201357921,0.050020857,0.848062079,Spot,ok
(1)Leonte,Geres,NAT,UNBURN,27.7,0,0,1,0,0,0,0,,0.35,0.15,0.5,0.357571104,0.150568273,0.523598776,58.8,250,80,rock,16.8,0.4,0.2,0.4,0.411516846,0.201357921,0.411516846,Unif,reg
(1)Leonte,Geres,NAT,UNBURN,26.5,115,85,0,0,0,1,0,RM,0,0.15,0.85,0,0.150568273,1.015985294,30.8,230,50,veg,22.4,0,0.15,0.85,0,0.150568273,1.015985294,Spot,reg
(1)Leonte,Geres,NAT,UNBURN,29.6,65,85,0,0,1,0,0,200,0,0.2,0.8,0,0.201357921,0.927295218,23.8,265,110,rock,16.6,0.1,0.3,0.6,0.100167421,0.304692654,0.643501109,Spot,reg
(1)Leonte,Geres,NAT,UNBURN,30,80,90,0,0,1,0,0,300,0.05,0.05,0.9,0.050020857,0.050020857,1.119769515,19.4,220,120,rock,15.4,0,0.05,0.95,0,0.050020857,1.253235898,Spot,reg
(1)Leonte,Geres,NAT,UNBURN,26,55,90,0,0,1,0,0,150,0.3,0.1,0.6,0.304692654,0.100167421,0.643501109,41.2,280,50,rock,44.8,0,0.3,0.7,0,0.304692654,0.775397497,Spot,ok
(1)Leonte,Geres,NAT,UNBURN,32.1,0,60,0,0,0,1,0,RM,0,0,1,0,0,1.570796327,36.7,250,50,rock,21.6,0,0,1,0,0,1.570796327,Spot,ok
(1)Leonte,Geres,NAT,UNBURN,28.6,0,20,0,0,0,1,0,RM,0.2,0.4,0.4,0.201357921,0.411516846,0.411516846,43.8,300,70,veg,33,0.1,0.6,0.3,0.100167421,0.643501109,0.304692654,Unif,ok
(1)Leonte,Geres,NAT,UNBURN,28.6,0,0,0,0,0,1,0,RM,0.05,0.35,0.6,0.050020857,0.357571104,0.643501109,50,280,80,veg,23.2,0.1,0.45,0.45,0.100167421,0.466765339,0.466765339,Unif,reg
(1)Leonte,Geres,NAT,UNBURN,26.9,0,30,1,0,0,0,0,,0.45,0.45,0.1,0.466765339,0.466765339,0.100167421,30.3,210,130,veg,19.1,0.45,0.45,0.1,0.466765339,0.466765339,0.100167421,Spot,reg
(1)Leonte,Geres,NAT,UNBURN,26.2,25,90,0,0,1,0,0,40,0.1,0.4,0.5,0.100167421,0.411516846,0.523598776,38.3,275,60,rock,53.6,0.1,0.3,0.6,0.100167421,0.304692654,0.643501109,Spot,reg
(1)Leonte,Geres,NAT,UNBURN,26.3,0,0,1,0,0,0,0,,0.2,0.2,0.6,0.201357921,0.201357921,0.643501109,44.4,215,90,veg,22.2,0.2,0.2,0.6,0.201357921,0.201357921,0.643501109,Unif,reg
(1)Leonte,Geres,NAT,UNBURN,26,0,10,0,0,0,1,0,RM,0.25,0.55,0.2,0.252680255,0.582364238,0.201357921,31.9,190,160,rock,39.9,0.05,0.1,0.85,0.050020857,0.100167421,1.015985294,Unif,reg
(1)Leonte,Geres,NAT,UNBURN,25.3,0,0,1,0,0,0,0,,0.5,0.2,0.3,0.523598776,0.201357921,0.304692654,46.5,230,80,veg,29.7,0.2,0.7,0.1,0.201357921,0.775397497,0.100167421,Spot,reg
(1)Leonte,Geres,NAT,UNBURN,25.2,0,0,0,0,0,1,0,RM,0,0.5,0.5,0,0.523598776,0.523598776,36.8,370,40,veg,49.3,0,0.6,0.4,0,0.643501109,0.411516846,Spot,reg
(1)Leonte,Geres,NAT,UNBURN,23.3,90,85,0,0,1,0,0,110,0.1,0,0.9,0.100167421,0,1.119769515,37.6,325,85,rock,51.4,0,0,1,0,0,1.570796327,Unif,ok
(1)Leonte,Geres,NAT,UNBURN,29.1,50,0,0,0,1,0,0,70,0.3,0,0.7,0.304692654,0,0.775397497,45,230,110,rock,24.8,0.3,0.1,0.6,0.304692654,0.100167421,0.643501109,Unif,reg
(1)Leonte,Geres,NAT,UNBURN,31.6,45,60,0,0,1,0,0,100,0.1,0.2,0.7,0.100167421,0.201357921,0.775397497,40.1,300,10,rock,33.2,0.1,0.2,0.7,0.100167421,0.201357921,0.775397497,Spot,reg
(1)Leonte,Geres,NAT,UNBURN,26.8,95,80,0,0,1,0,0,130,0,0.3,0.7,0,0.304692654,0.775397497,34.2,350,60,rock,13.3,0,0.4,0.6,0,0.411516846,0.643501109,Unif,reg
(1)Leonte,Geres,NAT,UNBURN,27.8,40,30,0,0,1,0,0,160,0,0.35,0.65,0,0.357571104,0.707584437,43.8,165,65,rock,44.6,0,0.2,0.8,0,0.201357921,0.927295218,Spot,reg
(1)Leonte,Geres,NAT,UNBURN,23.7,40,90,0,0,1,0,0,170,0.1,0.2,0.7,0.100167421,0.201357921,0.775397497,23.7,260,120,rock,10.7,0.1,0.15,0.75,0.100167421,0.150568273,0.848062079,Unif,reg
(1)Leonte,Geres,NAT,UNBURN,24.5,20,80,0,0,1,0,0,30,0.1,0.6,0.3,0.100167421,0.643501109,0.304692654,40.9,190,80,veg,19.6,0,0.6,0.4,0,0.643501109,0.411516846,Spot,reg
(1)Leonte,Geres,NAT,UNBURN,21.7,0,40,0,0,0,1,0,RM,0.1,0.5,0.4,0.100167421,0.523598776,0.411516846,47.6,230,60,veg,29.7,0.1,0.45,0.45,0.100167421,0.466765339,0.466765339,Unif,reg
(1)Leonte,Geres,NAT,UNBURN,19.7,75,40,0,0,1,0,0,80,0,0.5,0.5,0,0.523598776,0.523598776,29.7,240,90,rock,218,0,0.2,0.8,0,0.201357921,0.927295218,Spot,ok
(1)Leonte,Geres,NAT,UNBURN,22.4,20,5,0,0,1,0,0,30,0.2,0.2,0.6,0.201357921,0.201357921,0.643501109,38.3,215,85,rock,23.3,0,0.6,0.4,0,0.643501109,0.411516846,Spot,ok
(1)Leonte,Geres,NAT,UNBURN,26.3,50,30,0,0,1,0,0,100,0,0.3,0.7,0,0.304692654,0.775397497,27.4,230,50,rock,21.2,0,0.3,0.7,0,0.304692654,0.775397497,Unif,reg
(1)Leonte,Geres,NAT,UNBURN,27.5,0,20,0,0,0,1,0,RM,0,0.1,0.9,0,0.100167421,1.119769515,35.3,190,75,veg,26.8,0,0.2,0.8,0,0.201357921,0.927295218,Spot,ok
(1)Leonte,Geres,NAT,UNBURN,23.4,0,15,0,0,0,1,0,RM,0,0.15,0.85,0,0.150568273,1.015985294,28.6,240,110,veg,21.6,0,0.5,0.5,0,0.523598776,0.523598776,Unif,reg
(1)Leonte,Geres,NAT,UNBURN,26.4,0,20,0,0,0,1,0,RM,0,0.2,0.8,0,0.201357921,0.927295218,34.1,260,60,rock,23.7,0,0.2,0.8,0,0.201357921,0.927295218,Unif,reg
(1)Leonte,Geres,NAT,UNBURN,25,30,90,0,1,0,0,0,,0,0.6,0.4,0,0.643501109,0.411516846,27,230,45,rock,29.6,0,0.5,0.5,0,0.523598776,0.523598776,Spot,ok
(1)Leonte,Geres,NAT,UNBURN,23.2,0,0,0,0,1,0,0,20,0.1,0.2,0.7,0.100167421,0.201357921,0.775397497,41.9,160,10,rock,31.4,0.1,0.2,0.7,0.100167421,0.201357921,0.775397497,Spot,ok
(4)Luilhas,Lanhoso,NAT,BURN,,40,30,0,0,1,0,0,200,0,0.2,0.8,0,0.201357921,0.927295218,22,200,15,rock,12,0,0.2,0.8,0,0.201357921,0.927295218,Spot,reg
(4)Luilhas,Lanhoso,NAT,BURN,,0,5,0,0,1,0,0,200,0,0.35,0.65,0,0.357571104,0.707584437,34.5,100,160,rock,16,0,0.1,0.9,0,0.100167421,1.119769515,Spot,reg
(4)Luilhas,Lanhoso,NAT,BURN,,10,20,0,0,1,0,0,60,0,0.5,0.5,0,0.523598776,0.523598776,36,320,30,veg,21.5,0,0.5,0.5,0,0.523598776,0.523598776,Spot,reg
(4)Luilhas,Lanhoso,NAT,BURN,,40,10,0,0,1,0,0,200,0,0.4,0.6,0,0.411516846,0.643501109,34,280,40,rock,34,0,0.4,0.6,0,0.411516846,0.643501109,Unif,ok
(4)Luilhas,Lanhoso,NAT,BURN,,0,10,0,0,1,0,0,200,0,0.4,0.6,0,0.411516846,0.643501109,39,150,20,rock,23,0,0.4,0.6,0,0.411516846,0.643501109,Spot,ok
(4)Luilhas,Lanhoso,NAT,BURN,,50,10,0,0,1,0,0,200,0.2,0.4,0.4,0.201357921,0.411516846,0.411516846,38.5,200,130,veg,17.5,0,0.5,0.5,0,0.523598776,0.523598776,Spot,reg
(4)Luilhas,Lanhoso,NAT,BURN,,90,5,0,0,1,0,0,200,0,0.1,0.9,0,0.100167421,1.119769515,48,250,50,rock,40,0,0.1,0.9,0,0.100167421,1.119769515,Unif,reg
(4)Luilhas,Lanhoso,NAT,BURN,,40,10,0,0,1,0,0,200,0,0.3,0.7,0,0.304692654,0.775397497,47.5,210,25,rock,20,0,0.3,0.7,0,0.304692654,0.775397497,Spot,reg
(4)Luilhas,Lanhoso,NAT,BURN,,20,0,0,0,1,0,0,200,0,0.5,0.5,0,0.523598776,0.523598776,40,250,40,veg,16,0,0.5,0.5,0,0.523598776,0.523598776,Spot,reg
(4)Luilhas,Lanhoso,NAT,BURN,,35,10,0,0,1,0,0,100,0,0.05,0.95,0,0.050020857,1.253235898,43,300,35,rock,20,0,0.05,0.95,0,0.050020857,1.253235898,Spot,reg
(4)Luilhas,Lanhoso,NAT,BURN,,15,0,0,0,0,1,0,RM,0,0.5,0.5,0,0.523598776,0.523598776,42,90,300,veg,22,0.1,0.7,0.2,0.100167421,0.775397497,0.201357921,Unif,ok
(4)Luilhas,Lanhoso,NAT,BURN,,100,80,0,0,0,1,0,RM,0,0,1,0,0,1.570796327,36,190,140,veg,25,0.05,0.45,0.5,0.050020857,0.466765339,0.523598776,Spot,reg
(4)Luilhas,Lanhoso,NAT,BURN,,10,30,0,0,1,0,0,20,0.45,0.5,0.05,0.466765339,0.523598776,0.050020857,35.5,175,85,veg,15,0.15,0.8,0.05,0.150568273,0.927295218,0.050020857,Spot,reg
(4)Luilhas,Lanhoso,NAT,BURN,,70,60,0,0,0,1,0,RM,0,0.1,0.9,0,0.100167421,1.119769515,33.5,350,90,rock,10,0,0.3,0.7,0,0.304692654,0.775397497,Spot,reg
(4)Luilhas,Lanhoso,NAT,BURN,,130,0,0,0,0,1,0,RM,0,0.1,0.9,0,0.100167421,1.119769515,32,200,50,rock,10,0,0.1,0.9,0,0.100167421,1.119769515,Spot,ok
(4)Luilhas,Lanhoso,NAT,BURN,,45,0,0,0,1,0,0,150,0,0.5,0.5,0,0.523598776,0.523598776,35,190,70,veg,20,0,0.7,0.3,0,0.775397497,0.304692654,Spot,ok
(4)Luilhas,Lanhoso,NAT,BURN,,90,30,0,0,1,0,0,170,0,0.2,0.8,0,0.201357921,0.927295218,37,230,130,rock,37,0,0.2,0.8,0,0.201357921,0.927295218,Unif,reg
(4)Luilhas,Lanhoso,NAT,BURN,,30,45,0,0,1,0,0,70,0,0.55,0.45,0,0.582364238,0.466765339,36,150,70,rock,36,0,0.55,0.45,0,0.582364238,0.466765339,Spot,reg
(4)Luilhas,Lanhoso,NAT,BURN,,65,50,0,0,1,0,0,150,0,0.5,0.5,0,0.523598776,0.523598776,44,280,45,rock,32,0,0.4,0.6,0,0.411516846,0.643501109,Spot,reg
(4)Luilhas,Lanhoso,NAT,BURN,,0,5,0,0,0,1,0,RM,0.4,0.1,0.5,0.411516846,0.100167421,0.523598776,28.5,360,130,veg,18,0,0.4,0.6,0,0.411516846,0.643501109,Spot,reg
(4)Luilhas,Lanhoso,NAT,BURN,,30,0,0,0,0,0,1,,0,0.5,0.5,0,0.523598776,0.523598776,40,185,100,veg,20,0,0.7,0.3,0,0.775397497,0.304692654,Unif,ok
(4)Luilhas,Lanhoso,NAT,BURN,,65,50,0,0,1,0,0,300,0,0.5,0.5,0,0.523598776,0.523598776,43,180,30,rock,43,0,0.5,0.5,0,0.523598776,0.523598776,Unif,reg
(4)Luilhas,Lanhoso,NAT,BURN,,30,40,0,0,1,0,0,300,0,0.4,0.6,0,0.411516846,0.643501109,36,230,110,veg,20,0,0.5,0.5,0,0.523598776,0.523598776,Unif,reg
(4)Luilhas,Lanhoso,NAT,BURN,,0,5,0,0,0,1,0,RM,0,0.05,0.95,0,0.050020857,1.253235898,43,180,60,rock,16,0,0.05,0.95,0,0.050020857,1.253235898,Unif,reg
(4)Luilhas,Lanhoso,NAT,BURN,,50,20,0,0,1,0,0,110,0,0.4,0.6,0,0.411516846,0.643501109,46,120,110,rock,46,0,0.5,0.5,0,0.523598776,0.523598776,Spot,ok
(4)Luilhas,Lanhoso,NAT,BURN,,15,20,0,0,1,0,0,85,0,0.25,0.75,0,0.252680255,0.848062079,40,260,30,rock,15,0,0.25,0.75,0,0.252680255,0.848062079,Spot,reg
(4)Luilhas,Lanhoso,NAT,BURN,,0,0,0,0,0,1,0,RM,0,0.2,0.8,0,0.201357921,0.927295218,31,250,230,rock,11,0,0.1,0.9,0,0.100167421,1.119769515,Unif,reg
(4)Luilhas,Lanhoso,NAT,BURN,,20,0,0,0,0,1,0,RM,0,0.2,0.8,0,0.201357921,0.927295218,32,210,80,rock,22,0,0.05,0.95,0,0.050020857,1.253235898,Unif,ok
(4)Luilhas,Lanhoso,NAT,BURN,,5,0,0,0,1,0,0,20,0,0.6,0.4,0,0.643501109,0.411516846,43,120,5,rock,37,0,0.6,0.4,0,0.643501109,0.411516846,Unif,reg
(4)Luilhas,Lanhoso,NAT,BURN,,50,80,0,0,0,1,0,RM,0,0.45,0.55,0,0.466765339,0.582364238,42,145,50,veg,20,0,0.55,0.45,0,0.582364238,0.466765339,Unif,reg
(4)Luilhas,Lanhoso,NAT,BURN,16.1,160,80,0,0,0,1,0,RM,0,0,1,0,0,1.570796327,35.5,180,60,rock,25.5,0,0,1,0,0,1.570796327,Spot,ok
(4)Luilhas,Lanhoso,NAT,BURN,16,0,0,1,0,0,0,0,,0.8,0,0.2,0.927295218,0,0.201357921,36.5,115,135,veg,6.5,0.5,0.4,0.1,0.523598776,0.411516846,0.100167421,Unif,reg
